symbol,company_name,sector,market_cap,market_cap_class,current_price,beta,volatility_30d,volatility_90d,open,high,low,close,volume,return_1m,return_3m,return_6m,return_1y,return_3y,dividend_yield,risk_bucket,last_updated,ticker,ticker_yf
RPOWER.NS,Reliance Power Limited,Energy,147638927360,Small Cap,35.69,1.045,42.2,46.37,34.83,37.43,34.5,35.69,137618047,-10.62,-24.77,-43.81,-24.43,171.41,0.0,High,2025-12-17 18:18:28,RPOWER,RPOWER.NS
SWANCORP.NS,Swan Corp Limited,Others,148845690880,Small Cap,474.8,-0.475,34.65,35.07,460.0,481.0,457.0,474.8,2333232,1.02,-1.66,14.13,-39.25,88.36,2.0,High,2025-12-17 18:18:29,SWANCORP,SWANCORP.NS
AEGISVOPAK.NS,,Others,287135989760,Mid Cap,259.15,1.0,37.06,35.52,252.55,261.75,250.0,259.15,478171,-0.82,8.16,5.72,5.72,5.72,0.0,Low,2025-12-17 18:18:29,AEGISVOPAK,AEGISVOPAK.NS
ABREL.NS,Aditya Birla Real Estate Limited,Others,193043939328,Small Cap,1746.3,0.348,30.38,33.05,1711.2,1762.3,1705.2,1746.3,376292,-3.27,-8.26,-28.8,-36.72,122.69,12.0,Medium,2025-12-17 18:18:30,ABREL,ABREL.NS
KARURVYSYA.NS,The Karur Vysya Bank Limited,Banking,241780408320,Small Cap,250.13,-0.193,20.1,25.28,246.25,251.0,245.26,250.13,1842765,-1.41,14.25,24.56,28.18,190.57,88.0,Low,2025-12-17 18:18:31,KARURVYSYA,KARURVYSYA.NS
CREDITACC.NS,CreditAccess Grameen Limited,IT,204241731584,Small Cap,1278.2,0.006,29.8,35.06,1261.9,1290.5,1246.8,1278.2,223988,-3.25,-7.96,14.16,42.9,5.22,76.0,Medium,2025-12-17 18:18:31,CREDITACC,CREDITACC.NS
ATUL.NS,Atul Ltd,Chemicals,172999753728,Small Cap,5876.0,0.123,21.35,20.59,5750.0,5899.0,5687.0,5876.0,31609,-4.29,-10.22,-15.87,-19.66,-12.18,43.0,Low,2025-12-17 18:18:32,ATUL,ATUL.NS
GODIGIT.NS,,IT,320909606912,Mid Cap,347.55,1.0,16.65,20.44,347.4,350.0,342.75,347.55,89167,-2.03,-1.79,0.77,7.05,1.05,0.0,Medium,2025-12-17 18:18:33,GODIGIT,GODIGIT.NS
MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,242291949568,Small Cap,286.25,0.625,24.18,24.46,283.5,287.35,283.35,286.25,3145249,2.1,-1.87,9.0,56.39,166.27,71.0,Medium,2025-12-17 18:18:33,MANAPPURAM,MANAPPURAM.NS
JBCHEPHARM.NS,J. B. Chemicals & Pharmaceuticals Limited,Pharma,281392119808,Mid Cap,1796.3,-0.081,24.67,17.79,1775.6,1799.0,1770.9,1796.3,76339,2.53,6.24,7.87,-0.52,72.8,87.0,Low,2025-12-17 18:18:34,JBCHEPHARM,JBCHEPHARM.NS
SAGILITY.NS,Sagility Limited,IT,237764689920,Small Cap,50.79,1.0,34.39,34.29,50.3,51.14,50.3,50.79,27046663,0.79,9.38,26.19,3.91,3.91,20.0,Medium,2025-12-17 18:18:35,SAGILITY,SAGILITY.NS
ASTERDM.NS,Aster DM Healthcare Limited,Pharma,314519322624,Mid Cap,608.45,-0.057,21.2,27.72,606.0,613.85,603.7,608.45,313094,-8.17,-0.89,6.66,27.84,195.82,83.0,Medium,2025-12-17 18:18:35,ASTERDM,ASTERDM.NS
MGL.NS,Mahanagar Gas Limited,Energy,110364409856,Small Cap,1117.3,0.512,20.16,21.85,1123.6,1159.4,1112.0,1117.3,1230424,-8.58,-16.69,-18.67,-11.23,13.92,270.0,Medium,2025-12-17 18:18:36,MGL,MGL.NS
LAURUSLABS.NS,Laurus Labs Limited,Pharma,545255129088,Mid Cap,1010.0,0.389,19.2,24.09,1005.9,1018.8,1001.6,1010.0,1284633,2.28,9.49,56.42,76.48,193.34,16.0,Medium,2025-12-17 18:18:37,LAURUSLABS,LAURUSLABS.NS
ARE&M.NS,Amara Raja Energy & Mobility Limited,Others,169325920256,Small Cap,925.15,0.615,13.31,16.52,922.0,928.2,920.8,925.15,161196,-3.64,-9.78,-5.56,-27.7,13.98,117.0,Medium,2025-12-17 18:18:38,ARE&M,ARE&M.NS
REDINGTON.NS,Redington Limited,Others,213893480448,Small Cap,273.6,0.808,53.04,54.66,271.5,275.8,271.2,273.6,1587554,-6.92,-5.05,-6.54,30.43,62.17,251.0,Medium,2025-12-17 18:18:38,REDINGTON,REDINGTON.NS
KPIL.NS,Kalpataru Projects International Limited,Others,198249857024,Small Cap,1160.9,0.163,19.41,24.81,1160.0,1174.5,1152.2,1160.9,137876,-5.89,-8.68,-2.6,-10.27,82.06,78.0,Medium,2025-12-17 18:18:39,KPIL,KPIL.NS
SIGNATURE.NS,Signatureglobal (India) Limited,Others,158996021248,Small Cap,1130.7,0.538,21.19,23.44,1121.1,1134.0,1116.2,1130.7,240664,1.68,-0.45,-11.15,-8.66,38.93,0.0,Medium,2025-12-17 18:18:39,SIGNATURE,SIGNATURE.NS
FIRSTCRY.NS,,Retail,139993219072,Small Cap,289.3,1.0,26.63,35.77,289.05,291.5,285.7,289.3,1210900,-10.17,-25.57,-21.84,-51.0,-55.23,0.0,High,2025-12-17 18:18:40,FIRSTCRY,FIRSTCRY.NS
POONAWALLA.NS,Poonawalla Fincorp Limited,Financial Services,356830019584,Mid Cap,441.85,0.198,31.19,38.46,442.1,445.0,436.35,441.85,424407,-5.71,-12.0,7.32,28.09,28.56,0.0,Medium,2025-12-17 18:18:41,POONAWALLA,POONAWALLA.NS
RAMCOCEM.NS,The Ramco Cements Limited,Cement,248886771712,Small Cap,1053.3,-0.185,20.0,21.82,1052.0,1055.0,1039.1,1053.3,83910,6.24,-0.84,2.21,1.39,16.79,19.0,Low,2025-12-17 18:18:42,RAMCOCEM,RAMCOCEM.NS
WOCKPHARMA.NS,Wockhardt Limited,Pharma,220810625024,Small Cap,1358.9,0.849,65.44,57.59,1357.2,1394.4,1348.3,1358.9,669339,2.13,-10.98,-19.46,-11.25,706.95,0.0,High,2025-12-17 18:18:42,WOCKPHARMA,WOCKPHARMA.NS
CASTROLIND.NS,Castrol India Limited,Others,180870922240,Small Cap,182.86,0.34,13.42,15.25,182.9,184.02,182.01,182.86,876368,-4.2,-10.14,-9.56,-7.07,78.92,465.0,Medium,2025-12-17 18:18:43,CASTROLIND,CASTROLIND.NS
ANANDRATHI.NS,Anand Rathi Wealth Limited,Others,248362909696,Small Cap,2989.6,0.45,17.69,26.34,2997.9,3009.9,2975.0,2989.6,199130,1.64,-2.29,46.25,40.36,606.75,43.0,Low,2025-12-17 18:18:44,ANANDRATHI,ANANDRATHI.NS
GESHIP.NS,The Great Eastern Shipping Company Limited,Defence,158757093376,Small Cap,1112.0,0.671,26.32,26.76,1107.0,1116.9,1104.4,1112.0,199386,-0.47,5.6,17.94,6.85,76.05,261.0,Medium,2025-12-17 18:18:44,GESHIP,GESHIP.NS
IKS.NS,,Others,280799805440,Mid Cap,1677.9,1.0,32.67,28.79,1679.1,1699.0,1667.6,1677.9,140685,5.22,8.26,-1.5,-5.73,-5.73,0.0,Medium,2025-12-17 18:18:45,IKS,IKS.NS
NATCOPHARM.NS,NATCO Pharma Limited,Pharma,165193039872,Small Cap,922.3,0.177,50.15,35.11,923.5,930.2,913.0,922.3,669228,11.3,4.49,5.05,-34.76,49.85,71.0,Medium,2025-12-17 18:18:46,NATCOPHARM,NATCOPHARM.NS
TRITURBINE.NS,Triveni Turbine Limited,IT,167394951168,Small Cap,526.0,0.174,25.18,20.54,528.0,529.65,522.1,526.0,174274,-3.79,-2.05,-13.32,-35.32,37.35,76.0,Medium,2025-12-17 18:18:46,TRITURBINE,TRITURBINE.NS
BRIGADE.NS,Brigade Enterprises Limited,Infrastructure,210382897152,Small Cap,860.0,0.236,23.89,26.05,861.0,862.45,851.9,860.0,103454,-7.05,-9.78,-24.06,-33.08,52.88,29.0,Medium,2025-12-17 18:18:47,BRIGADE,BRIGADE.NS
TRIDENT.NS,Trident Limited,Textiles,137575268352,Small Cap,27.0,-0.094,18.56,18.11,27.01,27.79,26.88,27.0,2433224,-5.46,-9.61,-7.57,-25.49,-14.31,185.0,Medium,2025-12-17 18:18:48,TRIDENT,TRIDENT.NS
NUVAMA.NS,Nuvama Wealth Management Limited,Others,260746395648,Mid Cap,7171.0,0.354,26.22,26.76,7190.0,7284.0,7143.0,7171.0,40523,-2.36,13.73,-0.46,5.82,106.79,193.0,Medium,2025-12-17 18:18:48,NUVAMA,NUVAMA.NS
FIVESTAR.NS,Five-Star Business Finance Limited,Others,173760069632,Small Cap,589.95,0.483,33.75,35.56,590.0,593.95,577.4,589.95,1074425,-3.24,9.41,-20.47,-16.01,7.98,34.0,Medium,2025-12-17 18:18:49,FIVESTAR,FIVESTAR.NS
IEX.NS,Indian Energy Exchange Limited,Others,124697690112,Small Cap,140.22,0.315,25.39,23.48,140.0,141.49,139.88,140.22,1927825,2.27,-5.65,-21.6,-24.88,-4.34,214.0,Medium,2025-12-17 18:18:50,IEX,IEX.NS
KAJARIACER.NS,Kajaria Ceramics Limited,Consumer Durables,172874137600,Small Cap,1085.4,0.527,20.68,23.49,1090.0,1098.3,1080.7,1085.4,83336,-0.14,-11.38,7.36,-5.47,-12.32,110.0,Low,2025-12-17 18:18:50,KAJARIACER,KAJARIACER.NS
KEC.NS,KEC International Limited,Infrastructure,187524595712,Small Cap,704.45,0.078,43.35,32.85,705.6,716.4,701.0,704.45,462881,-0.83,-19.39,-20.22,-40.18,35.87,78.0,Medium,2025-12-17 18:18:51,KEC,KEC.NS
SHYAMMETL.NS,Shyam Metalics and Energy Limited,Metals,223793020928,Small Cap,804.35,0.277,24.15,24.25,808.0,808.6,801.85,804.35,45494,-3.87,-11.95,-2.41,-2.91,176.35,56.0,Medium,2025-12-17 18:18:52,SHYAMMETL,SHYAMMETL.NS
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,Others,271578005504,Mid Cap,461.7,0.102,21.07,23.82,464.05,464.05,457.3,461.7,430736,-9.07,2.5,5.81,-0.68,-13.65,0.0,Medium,2025-12-17 18:18:52,STARHEALTH,STARHEALTH.NS
BLS.NS,BLS International Services Limited,Others,128406446080,Small Cap,311.9,-0.419,39.37,45.36,315.75,315.8,311.0,311.9,459271,-3.38,-15.51,-11.69,-33.52,69.58,32.0,High,2025-12-17 18:18:53,BLS,BLS.NS
PCBL.NS,PCBL Chemical Limited,Others,121774022656,Small Cap,309.45,0.347,18.62,26.09,310.75,313.75,308.0,309.45,316813,-7.63,-18.94,-18.92,-34.57,135.08,193.0,Medium,2025-12-17 18:18:54,PCBL,PCBL.NS
HINDCOPPER.NS,Hindustan Copper Limited,Metals,356058234880,Mid Cap,368.2,1.754,48.51,46.26,370.0,374.7,365.0,368.2,9656180,12.34,31.28,51.05,27.33,228.11,40.0,High,2025-12-17 18:18:54,HINDCOPPER,HINDCOPPER.NS
ZENTEC.NS,Zen Technologies Limited,Others,122633953280,Small Cap,1363.5,-0.225,27.08,32.55,1358.0,1376.5,1343.5,1363.5,223670,-2.73,-15.9,-27.91,-41.32,242.63,15.0,High,2025-12-17 18:18:55,ZENTEC,ZENTEC.NS
TATACHEM.NS,Tata Chemicals Limited,Chemicals,191487557632,Small Cap,751.65,0.325,14.68,17.46,755.9,759.8,750.0,751.65,200162,-8.27,-24.02,-17.31,-29.9,-19.11,146.0,Medium,2025-12-17 18:18:56,TATACHEM,TATACHEM.NS
GLAND.NS,Gland Pharma Limited,Pharma,272309420032,Mid Cap,1652.8,0.412,19.15,19.26,1674.0,1674.0,1651.1,1652.8,17991,-6.61,-18.04,-2.28,-3.65,82.75,108.0,Medium,2025-12-17 18:18:56,GLAND,GLAND.NS
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,Energy,259822764032,Mid Cap,148.25,0.398,35.77,35.17,148.89,151.0,147.42,148.25,3297028,-14.84,13.09,11.66,-0.05,132.91,239.0,High,2025-12-17 18:18:57,MRPL,MRPL.NS
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,Chemicals,153483771904,Small Cap,1214.9,-0.348,31.34,30.14,1229.2,1229.2,1207.0,1214.9,152384,-16.16,-16.27,-19.93,-4.94,125.67,82.0,Medium,2025-12-17 18:18:58,DEEPAKFERT,DEEPAKFERT.NS
ZENSARTECH.NS,Zensar Technologies Limited,IT,165709004800,Small Cap,728.75,0.258,26.36,29.44,730.65,735.3,724.1,728.75,219341,2.71,-14.32,-12.69,-8.77,87.12,178.0,Medium,2025-12-17 18:19:01,ZENSARTECH,ZENSARTECH.NS
KFINTECH.NS,KFin Technologies Limited,Financial Services,177797169152,Small Cap,1031.3,-0.434,28.96,30.85,1033.1,1039.9,1026.6,1031.3,444891,-4.68,-9.91,-13.34,-17.1,217.99,72.0,Medium,2025-12-17 18:19:01,KFINTECH,KFINTECH.NS
IIFL.NS,IIFL Finance Limited,Financial Services,239374991360,Small Cap,563.1,0.396,28.32,29.73,569.25,574.1,561.0,563.1,368303,1.0,25.27,18.68,31.9,20.3,0.0,Medium,2025-12-17 18:19:02,IIFL,IIFL.NS
PPLPHARMA.NS,Piramal Pharma Limited,Pharma,222536744960,Small Cap,167.9,0.129,16.47,25.38,169.0,170.95,167.29,167.9,2595102,-11.07,-17.42,-12.51,-33.13,110.09,8.0,Medium,2025-12-17 18:19:03,PPLPHARMA,PPLPHARMA.NS
HSCL.NS,Himadri Speciality Chemical Limited,Others,234676977664,Small Cap,465.15,0.091,30.78,27.23,470.1,472.2,463.6,465.15,601916,3.01,-1.0,6.22,-16.32,268.26,13.0,Medium,2025-12-17 18:19:03,HSCL,HSCL.NS
NH.NS,Narayana Hrudayalaya Limited,Others,380730966016,Mid Cap,1874.6,0.115,48.82,33.87,1892.2,1893.9,1854.1,1874.6,203583,-5.86,4.86,0.28,45.15,102.58,24.0,Medium,2025-12-17 18:19:04,NH,NH.NS
DELHIVERY.NS,Delhivery Limited,Retail,299088707584,Mid Cap,399.8,0.064,35.78,29.97,399.95,404.75,396.45,399.8,1154377,-8.3,-17.48,12.54,1.72,14.0,0.0,Medium,2025-12-17 18:19:05,DELHIVERY,DELHIVERY.NS
IGIL.NS,International Gemmological Institute (India) Limited,Others,136908193792,Small Cap,316.8,1.0,41.35,35.96,315.5,320.85,315.5,316.8,190545,-2.88,-15.07,-13.56,-33.78,-33.78,156.0,Medium,2025-12-17 18:19:05,IGIL,IGIL.NS
LALPATHLAB.NS,Dr. Lal PathLabs Limited,Pharma,235043356672,Small Cap,2816.0,0.055,17.86,25.75,2840.0,2866.0,2794.0,2816.0,139338,-12.22,-14.09,-1.81,-4.66,43.17,99.0,Medium,2025-12-17 18:19:06,LALPATHLAB,LALPATHLAB.NS
NEWGEN.NS,Newgen Software Technologies Limited,Others,117467365376,Small Cap,834.95,0.768,25.11,33.21,848.9,851.0,831.65,834.95,130872,-9.34,-9.12,-29.6,-41.28,152.49,59.0,Medium,2025-12-17 18:19:07,NEWGEN,NEWGEN.NS
DEVYANI.NS,Devyani International Limited,FMCG,156796698624,Small Cap,127.18,-0.079,32.72,31.0,128.9,129.16,126.4,127.18,1150779,-12.64,-28.34,-25.2,-23.08,-31.48,0.0,Medium,2025-12-17 18:19:08,DEVYANI,DEVYANI.NS
CGCL.NS,Capri Global Capital Limited,Others,171917672448,Small Cap,178.68,0.01,16.37,21.86,181.5,181.95,178.0,178.68,567329,-8.38,-3.63,8.99,-10.69,-74.71,11.0,High,2025-12-17 18:19:09,CGCL,CGCL.NS
JINDALSAW.NS,Jindal Saw Limited,Metals,102787555328,Small Cap,161.32,0.21,25.12,26.67,163.83,164.59,161.0,161.32,543954,-3.33,-22.91,-30.5,-48.65,34.46,123.0,Medium,2025-12-17 18:19:09,JINDALSAW,JINDALSAW.NS
MCX.NS,Multi Commodity Exchange of India Limited,Others,510300717056,Mid Cap,10025.0,0.512,28.12,32.01,10164.0,10219.0,9980.0,10025.0,278131,2.31,25.33,29.62,50.05,596.94,30.0,Low,2025-12-17 18:19:10,MCX,MCX.NS
CYIENT.NS,Cyient Limited,IT,125700268032,Small Cap,1138.8,0.497,23.92,25.34,1142.0,1152.1,1126.0,1138.8,878154,-1.2,-7.6,-9.51,-43.82,-17.17,278.0,Medium,2025-12-17 18:19:11,CYIENT,CYIENT.NS
PGEL.NS,PG Electroplast Limited,Others,160466239488,Small Cap,563.75,-0.4,44.83,57.92,567.4,569.9,557.1,563.75,1337482,-2.77,-0.6,-24.43,-43.61,242.27,4.0,High,2025-12-17 18:19:12,PGEL,PGEL.NS
ANGELONE.NS,Angel One Limited,Others,227516203008,Small Cap,2504.6,-0.162,36.65,33.8,2543.0,2550.0,2491.0,2504.6,311691,-10.99,10.55,-9.96,-20.99,97.75,411.0,High,2025-12-17 18:19:12,ANGELONE,ANGELONE.NS
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,Chemicals,177048240128,Small Cap,441.9,0.411,20.61,23.03,446.85,452.0,440.05,441.9,1302873,-3.36,-18.43,-17.08,-15.24,67.7,224.0,Medium,2025-12-17 18:19:13,CHAMBLFERT,CHAMBLFERT.NS
INOXWIND.NS,Inox Wind Limited,Energy,217827098624,Small Cap,126.04,-0.066,25.99,26.28,126.9,127.16,125.3,126.04,4512356,-9.77,-15.24,-24.11,-35.48,243.67,0.0,High,2025-12-17 18:19:14,INOXWIND,INOXWIND.NS
AEGISLOG.NS,,Logistics,256678281216,Mid Cap,730.8,0.622,21.25,38.47,745.7,748.9,726.55,730.8,117925,-7.3,-8.76,-4.64,-5.25,-17.42,108.0,Medium,2025-12-17 18:19:14,AEGISLOG,AEGISLOG.NS
GILLETTE.NS,Gillette India Limited,FMCG,259524952064,Mid Cap,7964.5,0.041,27.22,23.72,8100.0,8127.0,7950.0,7964.5,16491,-4.53,-19.87,-22.99,-17.66,86.1,139.0,Medium,2025-12-17 18:19:15,GILLETTE,GILLETTE.NS
BANDHANBNK.NS,Bandhan Bank Limited,Banking,238444969984,Small Cap,147.84,0.24,28.78,30.83,150.05,150.38,147.05,147.84,4606230,-3.3,-11.43,-16.3,-12.15,-42.98,100.0,Medium,2025-12-17 18:19:16,BANDHANBNK,BANDHANBNK.NS
FSL.NS,Firstsource Solutions Limited,Others,233885106176,Small Cap,338.55,0.359,28.7,31.41,340.95,342.7,337.75,338.55,248121,-7.8,-9.61,-8.97,-7.8,165.33,117.0,Medium,2025-12-17 18:19:16,FSL,FSL.NS
IRCON.NS,Ircon International Limited,Infrastructure,142459912192,Small Cap,151.47,0.551,29.93,30.73,153.28,154.2,151.0,151.47,841320,-8.91,-18.52,-20.03,-33.13,94.72,173.0,Medium,2025-12-17 18:19:17,IRCON,IRCON.NS
BEML.NS,BEML Limited,Infrastructure,140325306368,Small Cap,1684.8,0.651,34.68,34.62,1710.6,1713.9,1675.7,1684.8,127064,-13.11,-22.6,-21.39,-23.92,128.32,62.0,Medium,2025-12-17 18:19:18,BEML,BEML.NS
WELCORP.NS,Welspun Corp Limited,Metals,208382558208,Small Cap,789.45,0.103,21.8,26.98,806.05,806.7,787.0,789.45,299021,-11.97,-11.84,-10.5,-1.07,204.52,62.0,Medium,2025-12-17 18:19:18,WELCORP,WELCORP.NS
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Durables,160431390720,Small Cap,249.15,0.13,15.75,16.73,253.15,253.6,248.0,249.15,1706050,-9.17,-21.37,-25.97,-38.19,-6.22,119.0,Low,2025-12-17 18:19:19,CROMPTON,CROMPTON.NS
IFCI.NS,IFCI Limited,Others,126925684736,Small Cap,47.1,0.319,26.2,29.89,47.9,49.33,46.96,47.1,2599454,-11.9,-20.48,-18.03,-26.18,313.16,0.0,High,2025-12-17 18:19:20,IFCI,IFCI.NS
CDSL.NS,Central Depository Services (India) Limited,Financial Services,308755726336,Mid Cap,1477.3,0.257,25.76,24.18,1501.2,1509.6,1472.6,1477.3,1256253,-8.97,-6.99,-9.06,-23.93,185.45,83.0,Medium,2025-12-17 18:19:20,CDSL,CDSL.NS
JYOTICNC.NS,Jyoti CNC Automation Limited,Others,212822540288,Small Cap,935.8,1.0,38.45,35.78,944.0,959.4,927.0,935.8,142433,-4.21,-0.43,-15.0,-27.76,13.92,0.0,Medium,2025-12-17 18:19:21,JYOTICNC,JYOTICNC.NS
NCC.NS,NCC Limited,Infrastructure,97517133824,Small Cap,155.32,0.623,22.28,23.21,157.38,158.45,154.8,155.32,3610133,-14.11,-28.01,-28.47,-49.19,25.03,139.0,Medium,2025-12-17 18:19:22,NCC,NCC.NS
APTUS.NS,Aptus Value Housing Finance India Limited,Financial Services,142732066816,Small Cap,284.95,0.439,24.72,27.34,290.8,290.8,283.15,284.95,810512,-1.14,-12.93,-7.63,-6.77,7.86,155.0,Medium,2025-12-17 18:19:22,APTUS,APTUS.NS
JBMA.NS,JBM Auto Limited,Others,130783518720,Small Cap,552.35,0.01,20.72,34.39,562.15,568.5,550.15,552.35,164142,-11.62,-24.93,-18.86,-37.24,38.11,15.0,Medium,2025-12-17 18:19:23,JBMA,JBMA.NS
AARTIIND.NS,Aarti Industries Limited,Chemicals,133324693504,Small Cap,367.55,0.418,24.78,21.38,372.5,372.65,364.0,367.55,421624,-5.8,-5.97,-15.75,-15.94,-27.91,27.0,Medium,2025-12-17 18:19:24,AARTIIND,AARTIIND.NS
NAVINFLUOR.NS,Navin Fluorine International Limited,Chemicals,302951333888,Mid Cap,5912.5,0.155,23.66,34.75,6030.0,6044.0,5878.0,5912.5,77122,-1.83,20.93,27.79,68.79,29.33,22.0,Medium,2025-12-17 18:19:24,NAVINFLUOR,NAVINFLUOR.NS
NBCC.NS,NBCC (India) Limited,Infrastructure,295812005888,Mid Cap,109.56,0.73,36.2,32.08,113.25,113.25,109.16,109.56,12494071,-3.08,-0.04,-3.64,9.68,285.42,98.0,Medium,2025-12-17 18:19:25,NBCC,NBCC.NS
PNBHOUSING.NS,PNB Housing Finance Limited,Others,233116073984,Small Cap,894.85,0.035,27.85,26.51,913.4,917.5,890.1,894.85,739067,-1.54,3.9,-13.39,-2.42,69.57,55.0,Medium,2025-12-17 18:19:26,PNBHOUSING,PNBHOUSING.NS
CESC.NS,CESC Limited,Energy,219941830656,Small Cap,165.82,0.258,24.76,27.1,170.51,170.78,164.9,165.82,1282145,-3.24,3.87,6.16,-6.46,162.08,353.0,Low,2025-12-17 18:19:26,CESC,CESC.NS
WHIRLPOOL.NS,Whirlpool of India Limited,Consumer Durables,117235081216,Small Cap,924.0,0.325,44.71,40.27,946.0,948.2,921.3,924.0,149985,-23.13,-30.81,-30.22,-51.41,-34.28,53.0,Medium,2025-12-17 18:19:27,WHIRLPOOL,WHIRLPOOL.NS
JWL.NS,Jupiter Wagons Limited,Others,109393149952,Small Cap,257.7,0.41,28.22,27.18,262.8,263.2,257.0,257.7,451487,-14.91,-25.26,-29.54,-53.67,100.29,76.0,High,2025-12-17 18:19:27,JWL,JWL.NS
AFFLE.NS,Affle 3i Limited,Others,235586420736,Small Cap,1676.5,0.483,23.53,26.4,1714.6,1714.6,1659.1,1676.5,163224,-0.6,-20.35,-11.77,-9.5,74.03,0.0,Medium,2025-12-17 18:19:28,AFFLE,AFFLE.NS
NEULANDLAB.NS,Neuland Laboratories Limited,Pharma,202816290816,Small Cap,15790.0,0.241,38.28,39.01,16202.0,16364.0,15704.0,15790.0,37243,-7.53,-0.52,29.42,6.57,467.16,7.0,High,2025-12-17 18:19:29,NEULANDLAB,NEULANDLAB.NS
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,Others,342975283200,Mid Cap,1817.1,0.287,29.0,33.68,1869.2,1869.2,1805.3,1817.1,113187,-3.85,-7.85,-9.98,20.45,123.49,7.0,Low,2025-12-17 18:19:30,CHOLAHLDNG,CHOLAHLDNG.NS
AFCONS.NS,,Infrastructure,142332657664,Small Cap,387.0,1.0,28.7,24.05,398.0,398.0,385.1,387.0,315236,-0.5,-14.95,-8.36,-27.89,-27.89,63.0,Medium,2025-12-17 18:19:30,AFCONS,AFCONS.NS
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,Defence,256114835456,Mid Cap,2235.0,0.287,41.7,41.99,2295.0,2308.0,2222.0,2235.0,1018916,-21.01,-14.72,-28.5,29.33,392.83,47.0,High,2025-12-17 18:19:31,GRSE,GRSE.NS
ANANTRAJ.NS,Anant Raj Limited,Infrastructure,189097328640,Small Cap,525.45,0.215,44.67,43.74,538.1,545.3,523.35,525.45,1743205,-14.91,-10.26,2.14,-33.17,238.63,14.0,Medium,2025-12-17 18:19:32,ANANTRAJ,ANANTRAJ.NS
AADHARHFC.NS,,Financial Services,207089975296,Small Cap,477.4,1.0,15.09,19.44,488.3,491.2,474.05,477.4,309436,-2.21,-11.35,9.41,9.23,8.8,0.0,Low,2025-12-17 18:19:32,AADHARHFC,AADHARHFC.NS
KAYNES.NS,Kaynes Technology India Limited,Others,274639831040,Mid Cap,4093.5,-0.192,80.37,54.44,4264.5,4317.0,4053.0,4093.5,2652608,-31.48,-43.36,-27.06,-42.51,192.15,0.0,High,2025-12-17 18:19:33,KAYNES,KAYNES.NS
AMBER.NS,Amber Enterprises India Limited,Consumer Durables,231449608192,Small Cap,6580.5,-0.241,38.35,35.54,6820.0,6820.0,6545.0,6580.5,245437,-11.21,-20.34,2.46,9.83,201.53,0.0,Medium,2025-12-17 18:19:33,AMBER,AMBER.NS
RADICO.NS,Radico Khaitan Limited,FMCG,410963476480,Mid Cap,3068.7,0.424,31.24,26.68,3177.9,3198.0,3062.0,3068.7,245977,-4.98,1.93,15.75,26.33,157.7,13.0,Medium,2025-12-17 18:19:34,RADICO,RADICO.NS
CAMS.NS,Computer Age Management Services Limited,Financial Services,181749465088,Small Cap,733.8,0.099,24.32,23.49,754.1,756.5,730.1,733.8,712662,-6.62,-9.63,-7.58,-28.51,74.55,149.0,Medium,2025-12-17 18:19:37,CAMS,CAMS.NS
TEJASNET.NS,Tejas Networks Limited,Others,79979642880,Small Cap,452.45,-0.391,43.73,36.13,470.0,472.65,451.4,452.45,1133066,-11.56,-26.47,-33.72,-65.26,-34.96,53.0,High,2025-12-17 18:19:38,TEJASNET,TEJASNET.NS
HBLENGINE.NS,,Others,211444301824,Small Cap,762.8,0.288,63.01,53.64,799.0,799.95,760.1,762.8,2850243,-18.45,-13.14,31.85,35.08,35.08,13.0,High,2025-12-17 18:19:38,HBLENGINE,HBLENGINE.NS
DATAPATTNS.NS,Data Patterns (India) Limited,Defence,138151641088,Small Cap,2467.7,0.307,43.96,39.61,2580.0,2580.0,2447.1,2467.7,305779,-19.23,-12.92,-15.67,-6.35,46.04,31.0,Medium,2025-12-17 18:19:39,DATAPATTNS,DATAPATTNS.NS
OLAELEC.NS,,Others,138045308928,Small Cap,32.9,1.0,44.93,66.4,34.65,36.17,32.67,32.9,149277824,-21.57,-42.99,-27.64,-66.01,-67.8,0.0,High,2025-12-17 18:19:39,OLAELEC,OLAELEC.NS
INDIACEM.NS,The India Cements Limited,Cement,205020495872,Small Cap,441.05,0.032,45.0,33.39,407.9,445.0,407.85,441.05,5416491,5.79,8.54,36.29,27.97,109.13,0.0,Medium,2025-12-17 18:19:42,INDIACEM,INDIACEM.NS
RELINFRA.NS,Reliance Infrastructure Limited,Infrastructure,64137510912,Small Cap,157.13,1.165,62.69,52.31,153.97,157.13,153.0,157.13,410915,-12.39,-41.23,-58.95,-46.18,16.74,0.0,High,2025-12-17 18:19:43,RELINFRA,RELINFRA.NS
